device_record_id,device_id,customer_id,device_type,os_family,device_trust_status,first_seen_timestamp,last_seen_timestamp,device_fingerprint_token
DEVR00005896,DEV00005896,CUS0005470,MOBILE,IOS,TRUSTED,2024-02-16 23:02:56,2024-07-01 00:26:12,TOK-D-0000005896
DEVR00005932,DEV00005932,CUS0014231,DESKTOP,ANDROID,TRUSTED,2024-02-20 13:02:21,2024-10-14 02:05:55,TOK-D-0000005932
DEVR00005983,DEV00005983,CUS0008078,MOBILE,IOS,OBSERVED,2024-03-17 17:43:56,2024-12-12 23:10:05,TOK-D-0000005983
DEVR00006030,DEV00006030,CUS0005746,MOBILE,WINDOWS,TRUSTED,2025-08-31 09:33:54,2025-10-14 10:29:56,TOK-D-0000006030
DEVR00006114,DEV00006114,CUS0007586,MOBILE,ANDROID,TRUSTED,2025-05-28 17:11:54,2025-11-07 00:03:43,TOK-D-0000006114
DEVR00006189,DEV00006189,CUS0004636,TABLET,EMBEDDED,UNTRUSTED,2024-03-02 09:30:29,2024-10-03 22:11:07,TOK-D-0000006189
DEVR00006208,DEV00006208,CUS0003611,POS_TERMINAL,MACOS,TRUSTED,2024-09-10 12:05:19,2025-01-04 03:00:02,TOK-D-0000006208
DEVR00006262,DEV00006262,CUS0000459,MOBILE,LINUX,TRUSTED,2026-04-02 05:24:19,2026-06-30 23:59:59,TOK-D-0000006262
DEVR00006263,DEV00006263,CUS0011173,MOBILE,IOS,TRUSTED,2024-01-12 03:10:31,2024-08-09 22:29:20,TOK-D-0000006263
DEVR00006305,DEV00006305,CUS0014962,MOBILE,EMBEDDED,TRUSTED,2025-02-15 20:00:14,2025-07-15 11:24:47,TOK-D-0000006305
DEVR00006317,DEV00006317,CUS0003741,MOBILE,EMBEDDED,TRUSTED,2024-05-27 01:36:11,2024-09-04 12:05:05,TOK-D-0000006317
DEVR00006336,DEV00006336,CUS0006371,MOBILE,WINDOWS,TRUSTED,2026-01-07 17:56:31,2026-06-02 20:07:41,TOK-D-0000006336
DEVR00006361,DEV00006361,CUS0009966,DESKTOP,EMBEDDED,UNTRUSTED,2024-06-08 05:08:44,2024-07-21 00:39:28,TOK-D-0000006361
DEVR00006362,DEV00006362,CUS0000679,MOBILE,IOS,TRUSTED,2024-03-01 23:30:57,2024-10-12 20:42:19,TOK-D-0000006362
DEVR00006388,DEV00006388,CUS0008527,MOBILE,IOS,TRUSTED,2024-10-13 05:12:43,2025-04-20 00:43:36,TOK-D-0000006388
DEVR00006431,DEV00006431,CUS0015567,MOBILE,MACOS,TRUSTED,2024-09-14 22:45:16,2025-03-07 13:29:23,TOK-D-0000006431
DEVR00006471,DEV00006471,CUS0013287,DESKTOP,MACOS,OBSERVED,2025-03-17 17:54:52,2025-10-23 21:54:49,TOK-D-0000006471
DEVR00006600,DEV00006600,CUS0014810,MOBILE,MACOS,OBSERVED,2024-02-05 06:20:38,2024-03-20 21:37:05,TOK-D-0000006600
DEVR00006601,DEV00006601,CUS0007996,MOBILE,LINUX,TRUSTED,2025-05-02 15:27:10,2025-11-09 09:36:01,TOK-D-0000006601
DEVR00006607,DEV00006607,CUS0001021,MOBILE,LINUX,TRUSTED,2025-01-02 11:25:01,2025-04-21 14:07:29,TOK-D-0000006607
DEVR00006623,DEV00006623,CUS0007640,DESKTOP,WINDOWS,TRUSTED,2025-06-15 00:38:02,2026-01-10 11:49:21,TOK-D-0000006623
DEVR00006660,DEV00006660,CUS0011612,MOBILE,WINDOWS,TRUSTED,2026-03-31 07:01:22,2026-06-30 23:59:59,TOK-D-0000006660
DEVR00006664,DEV00006664,CUS0013986,MOBILE,ANDROID,OBSERVED,2025-10-29 16:50:28,2026-02-02 14:59:37,TOK-D-0000006664
DEVR00006679,DEV00006679,CUS0012833,TABLET,ANDROID,OBSERVED,2024-02-01 09:46:14,2024-05-26 15:21:47,TOK-D-0000006679
DEVR00006827,DEV00006827,CUS0014370,DESKTOP,MACOS,TRUSTED,2025-09-05 08:22:49,2025-12-06 23:26:39,TOK-D-0000006827
DEVR00006830,DEV00006830,CUS0005151,MOBILE,ANDROID,OBSERVED,2025-10-30 04:09:11,2025-11-19 16:03:59,TOK-D-0000006830
DEVR00006835,DEV00006835,CUS0004119,DESKTOP,EMBEDDED,OBSERVED,2024-09-05 04:24:05,2025-01-16 03:30:29,TOK-D-0000006835
DEVR00006880,DEV00006880,CUS0002919,DESKTOP,IOS,TRUSTED,2024-11-15 02:32:43,2025-02-18 12:54:06,TOK-D-0000006880
DEVR00007031,DEV00007031,CUS0005203,DESKTOP,MACOS,TRUSTED,2024-04-10 18:07:55,2024-06-13 09:25:58,TOK-D-0000007031
DEVR00007132,DEV00007132,CUS0007704,TABLET,IOS,OBSERVED,2024-04-30 11:26:09,2024-09-18 12:54:08,TOK-D-0000007132
DEVR00007137,DEV00007137,CUS0012488,MOBILE,LINUX,TRUSTED,2025-07-03 11:03:21,2025-11-06 03:57:58,TOK-D-0000007137
DEVR00007150,DEV00007150,CUS0013765,MOBILE,WINDOWS,TRUSTED,2025-05-30 05:49:50,2025-10-03 04:51:30,TOK-D-0000007150
DEVR00007166,DEV00007166,CUS0014017,MOBILE,ANDROID,TRUSTED,2026-05-02 10:47:36,2026-05-02 20:17:26,TOK-D-0000007166
DEVR00007167,DEV00007167,CUS0002055,POS_TERMINAL,LINUX,TRUSTED,2025-06-26 17:16:03,2026-01-21 22:53:08,TOK-D-0000007167
DEVR00007191,DEV00007191,CUS0013170,MOBILE,EMBEDDED,TRUSTED,2024-12-01 14:57:28,2025-04-10 08:58:40,TOK-D-0000007191
DEVR00007196,DEV00007196,CUS0015139,POS_TERMINAL,MACOS,TRUSTED,2024-04-28 00:57:02,2024-08-14 21:56:44,TOK-D-0000007196
DEVR00007226,DEV00007226,CUS0012405,TABLET,WINDOWS,TRUSTED,2026-04-06 12:44:36,2026-06-30 23:59:59,TOK-D-0000007226
DEVR00007228,DEV00007228,CUS0008739,DESKTOP,LINUX,TRUSTED,2024-02-15 17:56:19,2024-03-07 19:00:12,TOK-D-0000007228
DEVR00007231,DEV00007231,CUS0016693,MOBILE,MACOS,TRUSTED,2024-07-08 19:44:23,2024-12-30 08:04:59,TOK-D-0000007231
DEVR00007255,DEV00007255,CUS0006262,DESKTOP,IOS,TRUSTED,2024-10-11 16:57:22,2025-02-25 03:56:26,TOK-D-0000007255
DEVR00007282,DEV00007282,CUS0002155,MOBILE,MACOS,TRUSTED,2024-09-17 06:35:57,2025-06-27 10:27:03,TOK-D-0000007282
DEVR00007288,DEV00007288,CUS0017186,MOBILE,MACOS,OBSERVED,2024-10-11 02:53:17,2025-07-19 08:36:51,TOK-D-0000007288
DEVR00007316,DEV00007316,CUS0009646,DESKTOP,LINUX,TRUSTED,2026-05-05 13:01:47,2026-06-30 23:59:59,TOK-D-0000007316
DEVR00007321,DEV00007321,CUS0012263,POS_TERMINAL,EMBEDDED,TRUSTED,2024-10-22 11:21:56,2024-10-26 12:13:20,TOK-D-0000007321
DEVR00007349,DEV00007349,CUS0013857,MOBILE,EMBEDDED,TRUSTED,2026-01-06 13:23:04,2026-01-20 12:15:42,TOK-D-0000007349
DEVR00007356,DEV00007356,CUS0017543,MOBILE,ANDROID,TRUSTED,2025-04-23 07:31:13,2025-06-09 16:16:40,TOK-D-0000007356
DEVR00007393,DEV00007393,CUS0007511,MOBILE,LINUX,OBSERVED,2026-04-07 09:57:38,2026-05-04 13:15:43,TOK-D-0000007393
DEVR00007438,DEV00007438,CUS0000599,DESKTOP,IOS,TRUSTED,2025-09-11 09:53:40,2025-11-05 22:47:49,TOK-D-0000007438
DEVR00007458,DEV00007458,CUS0005224,MOBILE,MACOS,TRUSTED,2025-01-30 11:03:16,2025-02-02 12:23:54,TOK-D-0000007458
DEVR00007473,DEV00007473,CUS0006321,MOBILE,ANDROID,OBSERVED,2025-11-01 18:12:40,2026-06-10 16:33:50,TOK-D-0000007473
DEVR00007513,DEV00007513,CUS0006794,MOBILE,MACOS,TRUSTED,2024-08-13 04:14:47,2025-05-16 16:59:21,TOK-D-0000007513
DEVR00007542,DEV00007542,CUS0014292,MOBILE,EMBEDDED,TRUSTED,2026-04-03 10:39:28,2026-06-30 23:59:59,TOK-D-0000007542
DEVR00007556,DEV00007556,CUS0014000,MOBILE,WINDOWS,TRUSTED,2025-12-24 14:29:28,2026-02-10 00:59:35,TOK-D-0000007556
DEVR00007595,DEV00007595,CUS0003474,MOBILE,EMBEDDED,TRUSTED,2025-05-15 11:58:17,2025-09-03 15:44:44,TOK-D-0000007595
DEVR00007608,DEV00007608,CUS0011189,POS_TERMINAL,MACOS,TRUSTED,2026-05-02 16:28:53,2026-06-30 23:59:59,TOK-D-0000007608
DEVR00007609,DEV00007609,CUS0017517,TABLET,WINDOWS,TRUSTED,2026-02-28 19:34:16,2026-06-30 23:59:59,TOK-D-0000007609
DEVR00007613,DEV00007613,CUS0013751,DESKTOP,ANDROID,TRUSTED,2026-05-17 08:26:45,2026-06-30 23:59:59,TOK-D-0000007613
DEVR00007654,DEV00007654,CUS0014972,TABLET,IOS,TRUSTED,2026-02-15 11:24:09,2026-04-12 17:23:50,TOK-D-0000007654
DEVR00007704,DEV00007704,CUS0017827,DESKTOP,MACOS,TRUSTED,2024-03-16 10:50:32,2024-04-02 18:39:55,TOK-D-0000007704
DEVR00007797,DEV00007797,CUS0003783,MOBILE,IOS,TRUSTED,2025-11-14 09:24:05,2026-04-26 15:43:47,TOK-D-0000007797
DEVR00007815,DEV00007815,CUS0001395,MOBILE,LINUX,TRUSTED,2024-12-16 12:42:34,2025-07-14 01:23:01,TOK-D-0000007815
DEVR00007829,DEV00007829,CUS0008267,MOBILE,WINDOWS,OBSERVED,2025-02-17 13:31:28,2025-08-24 12:17:56,TOK-D-0000007829
DEVR00007921,DEV00007921,CUS0000890,DESKTOP,MACOS,OBSERVED,2025-01-13 09:08:37,2025-04-17 12:31:52,TOK-D-0000007921
DEVR00007922,DEV00007922,CUS0002293,POS_TERMINAL,WINDOWS,TRUSTED,2026-02-11 20:32:51,2026-03-09 17:37:19,TOK-D-0000007922
DEVR00007928,DEV00007928,CUS0012015,MOBILE,LINUX,OBSERVED,2026-03-10 23:23:23,2026-06-30 23:59:59,TOK-D-0000007928
DEVR00007938,DEV00007938,CUS0016443,MOBILE,ANDROID,OBSERVED,2024-07-09 10:34:02,2024-11-08 19:10:32,TOK-D-0000007938
DEVR00007970,DEV00007970,CUS0007743,DESKTOP,IOS,TRUSTED,2026-03-23 06:46:48,2026-05-12 19:36:18,TOK-D-0000007970
DEVR00007972,DEV00007972,CUS0007052,MOBILE,ANDROID,TRUSTED,2024-04-08 05:58:13,2024-12-18 01:04:41,TOK-D-0000007972
DEVR00007983,DEV00007983,CUS0006316,DESKTOP,IOS,OBSERVED,2025-05-09 09:35:33,2026-01-13 10:37:15,TOK-D-0000007983
DEVR00008006,DEV00008006,CUS0008980,MOBILE,EMBEDDED,OBSERVED,2024-04-07 16:20:58,2024-12-11 12:58:23,TOK-D-0000008006
DEVR00008034,DEV00008034,CUS0002628,POS_TERMINAL,ANDROID,TRUSTED,2024-05-11 18:48:23,2024-06-22 15:10:12,TOK-D-0000008034
DEVR00008037,DEV00008037,CUS0000868,DESKTOP,MACOS,TRUSTED,2026-02-11 12:06:18,2026-06-30 23:59:59,TOK-D-0000008037
DEVR00008047,DEV00008047,CUS0017130,MOBILE,WINDOWS,TRUSTED,2026-02-14 06:10:57,2026-06-30 23:59:59,TOK-D-0000008047
DEVR00008079,DEV00008079,CUS0007248,MOBILE,ANDROID,TRUSTED,2024-03-04 01:18:04,2024-03-20 21:14:17,TOK-D-0000008079
DEVR00008080,DEV00008080,CUS0008139,MOBILE,ANDROID,OBSERVED,2025-01-03 21:13:21,2025-05-15 21:30:09,TOK-D-0000008080
DEVR00008099,DEV00008099,CUS0006996,MOBILE,MACOS,OBSERVED,2025-04-16 12:31:02,2026-01-20 16:01:47,TOK-D-0000008099
DEVR00008108,DEV00008108,CUS0002431,POS_TERMINAL,EMBEDDED,TRUSTED,2024-08-10 21:21:12,2025-06-06 20:49:08,TOK-D-0000008108
DEVR00008118,DEV00008118,CUS0005384,TABLET,ANDROID,TRUSTED,2025-10-21 02:23:12,2026-02-03 05:05:17,TOK-D-0000008118
DEVR00008140,DEV00008140,CUS0008859,MOBILE,WINDOWS,OBSERVED,2026-01-17 02:33:13,2026-06-30 23:59:59,TOK-D-0000008140
DEVR00008144,DEV00008144,CUS0008010,POS_TERMINAL,MACOS,TRUSTED,2025-04-20 18:34:54,2025-12-14 10:12:36,TOK-D-0000008144
DEVR00008187,DEV00008187,CUS0013792,MOBILE,ANDROID,TRUSTED,2025-07-15 13:42:10,2025-10-03 01:01:25,TOK-D-0000008187
DEVR00008196,DEV00008196,CUS0007642,MOBILE,WINDOWS,TRUSTED,2026-03-18 14:01:10,2026-04-02 03:19:24,TOK-D-0000008196
DEVR00008229,DEV00008229,CUS0006747,DESKTOP,MACOS,TRUSTED,2025-12-18 05:47:43,2026-06-30 23:59:59,TOK-D-0000008229
DEVR00008246,DEV00008246,CUS0013152,DESKTOP,MACOS,TRUSTED,2024-03-31 18:54:54,2024-04-02 14:38:17,TOK-D-0000008246
DEVR00008283,DEV00008283,CUS0015265,MOBILE,LINUX,TRUSTED,2025-04-24 18:39:28,2025-05-22 17:32:46,TOK-D-0000008283
DEVR00008290,DEV00008290,CUS0007813,DESKTOP,LINUX,OBSERVED,2024-01-04 18:09:35,2024-05-31 02:34:53,TOK-D-0000008290
DEVR00008351,DEV00008351,CUS0001321,MOBILE,IOS,TRUSTED,2026-06-15 17:10:27,2026-06-30 23:59:59,TOK-D-0000008351
DEVR00008357,DEV00008357,CUS0015588,DESKTOP,MACOS,TRUSTED,2024-04-16 02:38:44,2025-01-23 10:25:02,TOK-D-0000008357
DEVR00008387,DEV00008387,CUS0006272,DESKTOP,WINDOWS,TRUSTED,2025-06-26 12:09:39,2026-01-22 21:34:34,TOK-D-0000008387
DEVR00008414,DEV00008414,CUS0003836,MOBILE,EMBEDDED,OBSERVED,2024-06-22 22:38:11,2024-08-11 01:11:26,TOK-D-0000008414
DEVR00008474,DEV00008474,CUS0006726,MOBILE,ANDROID,TRUSTED,2026-01-19 22:01:18,2026-06-30 23:59:59,TOK-D-0000008474
DEVR00008492,DEV00008492,CUS0011023,DESKTOP,WINDOWS,OBSERVED,2026-03-25 09:56:41,2026-06-30 23:59:59,TOK-D-0000008492
DEVR00008545,DEV00008545,CUS0006805,TABLET,MACOS,TRUSTED,2024-02-13 21:07:33,2024-06-14 08:03:42,TOK-D-0000008545
DEVR00008557,DEV00008557,CUS0004259,MOBILE,EMBEDDED,TRUSTED,2025-08-27 21:37:56,2025-11-23 22:18:15,TOK-D-0000008557
DEVR00008590,DEV00008590,CUS0003070,MOBILE,EMBEDDED,OBSERVED,2024-01-24 21:39:14,2024-02-14 10:10:02,TOK-D-0000008590
DEVR00008594,DEV00008594,CUS0013731,MOBILE,ANDROID,OBSERVED,2024-08-17 10:18:32,2025-04-26 11:27:51,TOK-D-0000008594
DEVR00008628,DEV00008628,CUS0014133,DESKTOP,IOS,OBSERVED,2024-04-26 23:05:43,2024-04-29 20:58:36,TOK-D-0000008628
DEVR00008634,DEV00008634,CUS0008762,DESKTOP,ANDROID,OBSERVED,2024-10-30 06:56:19,2025-01-22 05:55:01,TOK-D-0000008634
DEVR00008647,DEV00008647,CUS0007795,MOBILE,MACOS,TRUSTED,2025-10-13 02:22:14,2025-11-08 08:47:09,TOK-D-0000008647
DEVR00008657,DEV00008657,CUS0016114,MOBILE,LINUX,TRUSTED,2024-01-03 20:01:31,2024-02-17 00:14:03,TOK-D-0000008657
DEVR00008660,DEV00008660,CUS0000970,MOBILE,LINUX,UNTRUSTED,2025-09-03 11:35:54,2026-01-06 14:46:10,TOK-D-0000008660
DEVR00008729,DEV00008729,CUS0017946,MOBILE,IOS,TRUSTED,2024-07-26 16:48:15,2024-09-25 10:13:54,TOK-D-0000008729
DEVR00008732,DEV00008732,CUS0006820,MOBILE,MACOS,OBSERVED,2026-02-28 16:17:10,2026-06-30 23:59:59,TOK-D-0000008732
DEVR00008739,DEV00008739,CUS0016974,DESKTOP,ANDROID,UNTRUSTED,2025-06-11 21:32:59,2026-02-14 18:52:51,TOK-D-0000008739
DEVR00008832,DEV00008832,CUS0002235,MOBILE,ANDROID,TRUSTED,2026-01-18 20:17:45,2026-06-30 23:59:59,TOK-D-0000008832
DEVR00008834,DEV00008834,CUS0004032,DESKTOP,EMBEDDED,TRUSTED,2026-03-06 05:08:01,2026-05-17 11:30:53,TOK-D-0000008834
DEVR00008847,DEV00008847,CUS0012392,MOBILE,ANDROID,OBSERVED,2025-03-09 17:49:16,2025-06-20 15:13:48,TOK-D-0000008847
DEVR00008930,DEV00008930,CUS0013191,MOBILE,IOS,TRUSTED,2024-03-10 06:14:43,2024-06-24 05:17:20,TOK-D-0000008930
DEVR00008939,DEV00008939,CUS0008277,MOBILE,ANDROID,TRUSTED,2026-04-06 11:46:06,2026-06-30 23:59:59,TOK-D-0000008939
DEVR00008940,DEV00008940,CUS0016963,TABLET,EMBEDDED,TRUSTED,2024-01-29 16:23:02,2024-09-26 03:47:35,TOK-D-0000008940
DEVR00009039,DEV00009039,CUS0004153,DESKTOP,IOS,TRUSTED,2025-07-07 19:06:55,2025-07-14 13:50:22,TOK-D-0000009039
DEVR00009104,DEV00009104,CUS0009120,MOBILE,EMBEDDED,TRUSTED,2026-04-01 01:03:14,2026-06-30 23:59:59,TOK-D-0000009104
DEVR00009113,DEV00009113,CUS0009733,DESKTOP,WINDOWS,TRUSTED,2024-08-16 09:27:17,2025-02-20 10:30:11,TOK-D-0000009113
DEVR00009126,DEV00009126,CUS0004127,MOBILE,IOS,TRUSTED,2024-10-29 10:21:53,2025-07-20 03:17:57,TOK-D-0000009126
DEVR00009133,DEV00009133,CUS0003328,MOBILE,MACOS,TRUSTED,2025-08-23 08:09:18,2026-04-30 01:19:22,TOK-D-0000009133
DEVR00009191,DEV00009191,CUS0013295,MOBILE,WINDOWS,TRUSTED,2025-12-14 09:55:45,2026-01-10 23:35:09,TOK-D-0000009191
DEVR00009245,DEV00009245,CUS0012539,MOBILE,LINUX,TRUSTED,2026-03-31 22:11:41,2026-04-20 19:41:00,TOK-D-0000009245
DEVR00009254,DEV00009254,CUS0002691,MOBILE,ANDROID,TRUSTED,2026-05-16 11:08:41,2026-06-30 23:59:59,TOK-D-0000009254
DEVR00009290,DEV00009290,CUS0002702,POS_TERMINAL,LINUX,OBSERVED,2024-10-14 22:52:43,2024-12-13 06:05:27,TOK-D-0000009290
DEVR00009312,DEV00009312,CUS0016875,MOBILE,MACOS,TRUSTED,2024-08-26 22:12:11,2024-10-01 12:36:14,TOK-D-0000009312
DEVR00009372,DEV00009372,CUS0003959,DESKTOP,LINUX,TRUSTED,2026-04-22 23:39:40,2026-06-30 23:59:59,TOK-D-0000009372
DEVR00009396,DEV00009396,CUS0001389,MOBILE,LINUX,TRUSTED,2024-01-02 02:17:51,2024-07-27 22:10:07,TOK-D-0000009396
DEVR00009437,DEV00009437,CUS0003340,MOBILE,IOS,OBSERVED,2024-08-22 01:33:38,2024-11-08 07:33:18,TOK-D-0000009437
DEVR00009489,DEV00009489,CUS0011018,MOBILE,ANDROID,TRUSTED,2026-03-15 15:06:47,2026-06-30 23:59:59,TOK-D-0000009489
DEVR00009536,DEV00009536,CUS0014187,MOBILE,EMBEDDED,TRUSTED,2025-04-02 13:38:06,2025-07-17 12:35:11,TOK-D-0000009536
DEVR00009539,DEV00009539,CUS0009182,DESKTOP,EMBEDDED,OBSERVED,2025-01-21 04:26:28,2025-02-15 05:58:51,TOK-D-0000009539
DEVR00009546,DEV00009546,CUS0008583,TABLET,ANDROID,OBSERVED,2026-03-07 04:57:28,2026-06-30 23:59:59,TOK-D-0000009546
DEVR00009604,DEV00009604,CUS0010001,MOBILE,ANDROID,TRUSTED,2024-09-27 09:05:39,2025-04-14 23:20:49,TOK-D-0000009604
DEVR00009620,DEV00009620,CUS0010849,MOBILE,WINDOWS,OBSERVED,2025-07-02 10:53:24,2025-08-19 09:54:41,TOK-D-0000009620
DEVR00009626,DEV00009626,CUS0000922,MOBILE,IOS,TRUSTED,2025-11-16 06:56:53,2026-02-05 07:32:23,TOK-D-0000009626
DEVR00009633,DEV00009633,CUS0002492,MOBILE,EMBEDDED,OBSERVED,2025-05-29 08:15:46,2026-01-30 12:08:54,TOK-D-0000009633
DEVR00009661,DEV00009661,CUS0013216,TABLET,WINDOWS,TRUSTED,2024-02-16 13:59:06,2024-10-08 12:38:59,TOK-D-0000009661
DEVR00009719,DEV00009719,CUS0016288,MOBILE,MACOS,OBSERVED,2024-03-13 17:54:41,2024-04-17 08:36:26,TOK-D-0000009719
DEVR00009817,DEV00009817,CUS0004469,MOBILE,MACOS,TRUSTED,2026-03-28 18:29:39,2026-06-30 23:59:59,TOK-D-0000009817
DEVR00009826,DEV00009826,CUS0008342,TABLET,LINUX,OBSERVED,2024-09-17 09:27:03,2024-12-15 02:49:52,TOK-D-0000009826
DEVR00009827,DEV00009827,CUS0011013,MOBILE,LINUX,TRUSTED,2026-04-04 09:13:23,2026-06-30 23:59:59,TOK-D-0000009827
DEVR00009828,DEV00009828,CUS0016844,POS_TERMINAL,WINDOWS,TRUSTED,2024-10-30 16:34:26,2025-01-05 01:40:44,TOK-D-0000009828
DEVR00009833,DEV00009833,CUS0011651,POS_TERMINAL,EMBEDDED,OBSERVED,2025-06-09 09:25:41,2026-02-24 06:24:35,TOK-D-0000009833
DEVR00009898,DEV00009898,CUS0008249,POS_TERMINAL,ANDROID,TRUSTED,2026-03-12 01:00:23,2026-06-30 23:59:59,TOK-D-0000009898
DEVR00009908,DEV00009908,CUS0001623,MOBILE,EMBEDDED,TRUSTED,2025-04-07 13:35:49,2025-04-11 22:09:10,TOK-D-0000009908
DEVR00009914,DEV00009914,CUS0006876,DESKTOP,WINDOWS,TRUSTED,2025-11-18 00:08:24,2026-03-02 17:36:13,TOK-D-0000009914
DEVR00009963,DEV00009963,CUS0002079,MOBILE,EMBEDDED,TRUSTED,2025-02-24 06:33:02,2025-10-17 12:56:31,TOK-D-0000009963
DEVR00009978,DEV00009978,CUS0011863,DESKTOP,WINDOWS,TRUSTED,2025-04-11 16:40:10,2025-04-16 18:53:28,TOK-D-0000009978
DEVR00009994,DEV00009994,CUS0006261,TABLET,LINUX,TRUSTED,2025-05-09 05:56:08,2025-12-26 16:44:00,TOK-D-0000009994
DEVR00010001,DEV00010001,CUS0010963,DESKTOP,LINUX,TRUSTED,2025-06-02 11:31:51,2025-09-04 13:21:57,TOK-D-0000010001
DEVR00010071,DEV00010071,CUS0000757,MOBILE,WINDOWS,TRUSTED,2024-11-05 14:52:18,2025-06-05 10:14:13,TOK-D-0000010071
DEVR00010072,DEV00010072,CUS0007976,MOBILE,IOS,TRUSTED,2025-07-07 02:19:51,2026-01-04 13:41:03,TOK-D-0000010072
DEVR00010090,DEV00010090,CUS0006076,MOBILE,ANDROID,TRUSTED,2025-04-29 08:23:24,2025-10-03 01:36:57,TOK-D-0000010090
DEVR00010104,DEV00010104,CUS0010690,DESKTOP,MACOS,TRUSTED,2024-11-01 09:46:10,2025-02-22 07:06:59,TOK-D-0000010104
DEVR00010119,DEV00010119,CUS0005896,MOBILE,MACOS,TRUSTED,2026-01-04 02:44:00,2026-02-26 05:37:15,TOK-D-0000010119
DEVR00010177,DEV00010177,CUS0017782,DESKTOP,EMBEDDED,TRUSTED,2026-04-18 04:41:56,2026-06-30 23:59:59,TOK-D-0000010177
DEVR00010255,DEV00010255,CUS0003897,MOBILE,IOS,TRUSTED,2025-04-14 14:50:05,2025-10-20 01:26:35,TOK-D-0000010255
DEVR00010270,DEV00010270,CUS0014952,MOBILE,EMBEDDED,UNTRUSTED,2025-11-05 06:02:55,2026-02-11 06:39:06,TOK-D-0000010270
DEVR00010287,DEV00010287,CUS0002074,MOBILE,WINDOWS,TRUSTED,2026-05-09 11:42:31,2026-06-20 19:12:36,TOK-D-0000010287
DEVR00010348,DEV00010348,CUS0005862,MOBILE,LINUX,TRUSTED,2025-08-20 07:39:03,2026-05-02 12:27:40,TOK-D-0000010348
DEVR00010472,DEV00010472,CUS0015963,MOBILE,IOS,OBSERVED,2025-05-27 16:05:26,2026-03-11 06:06:23,TOK-D-0000010472
DEVR00010495,DEV00010495,CUS0009872,MOBILE,WINDOWS,TRUSTED,2026-05-03 12:51:25,2026-06-30 23:59:59,TOK-D-0000010495
DEVR00010500,DEV00010500,CUS0008117,MOBILE,WINDOWS,UNTRUSTED,2025-12-13 19:15:34,2026-06-08 03:50:48,TOK-D-0000010500
DEVR00010507,DEV00010507,CUS0013296,DESKTOP,WINDOWS,TRUSTED,2024-01-13 12:23:34,2024-07-25 11:41:44,TOK-D-0000010507
DEVR00010522,DEV00010522,CUS0016055,MOBILE,EMBEDDED,TRUSTED,2024-11-19 22:19:01,2025-03-01 21:37:08,TOK-D-0000010522
DEVR00010526,DEV00010526,CUS0014817,TABLET,LINUX,TRUSTED,2025-04-11 05:24:22,2025-12-16 17:07:00,TOK-D-0000010526
DEVR00010558,DEV00010558,CUS0001470,DESKTOP,MACOS,TRUSTED,2025-11-21 16:54:58,2026-05-28 23:20:06,TOK-D-0000010558
DEVR00010663,DEV00010663,CUS0011882,DESKTOP,EMBEDDED,TRUSTED,2025-06-16 08:47:53,2025-10-10 09:41:27,TOK-D-0000010663
DEVR00010670,DEV00010670,CUS0016379,POS_TERMINAL,ANDROID,OBSERVED,2025-03-10 00:09:35,2025-11-02 01:29:29,TOK-D-0000010670
DEVR00010696,DEV00010696,CUS0008416,MOBILE,LINUX,TRUSTED,2024-09-10 05:15:25,2025-02-20 05:09:23,TOK-D-0000010696
DEVR00010728,DEV00010728,CUS0004637,MOBILE,EMBEDDED,TRUSTED,2025-07-29 16:16:39,2026-03-18 10:31:17,TOK-D-0000010728
DEVR00010744,DEV00010744,CUS0005940,MOBILE,ANDROID,OBSERVED,2024-09-30 07:36:14,2024-11-05 06:42:31,TOK-D-0000010744
DEVR00010809,DEV00010809,CUS0006109,TABLET,EMBEDDED,TRUSTED,2024-04-14 05:57:34,2024-10-13 03:23:23,TOK-D-0000010809
DEVR00010872,DEV00010872,CUS0014384,MOBILE,WINDOWS,TRUSTED,2025-07-12 14:14:52,2025-10-02 06:12:13,TOK-D-0000010872
DEVR00010884,DEV00010884,CUS0014795,MOBILE,WINDOWS,OBSERVED,2024-06-06 02:54:18,2024-11-02 20:25:42,TOK-D-0000010884
DEVR00010917,DEV00010917,CUS0007787,MOBILE,EMBEDDED,OBSERVED,2025-04-10 17:07:26,2025-12-04 17:27:14,TOK-D-0000010917
DEVR00010947,DEV00010947,CUS0001912,DESKTOP,IOS,TRUSTED,2026-05-28 07:50:40,2026-06-30 23:59:59,TOK-D-0000010947
DEVR00010989,DEV00010989,CUS0004052,MOBILE,MACOS,TRUSTED,2025-11-01 19:48:54,2026-01-29 18:13:35,TOK-D-0000010989
DEVR00011010,DEV00011010,CUS0004546,POS_TERMINAL,EMBEDDED,TRUSTED,2025-12-30 11:51:45,2026-01-28 00:23:53,TOK-D-0000011010
DEVR00011051,DEV00011051,CUS0001411,MOBILE,WINDOWS,TRUSTED,2024-02-16 21:54:38,2024-08-28 03:14:36,TOK-D-0000011051
DEVR00011090,DEV00011090,CUS0010915,DESKTOP,MACOS,TRUSTED,2024-09-06 09:08:25,2025-06-12 08:29:10,TOK-D-0000011090
DEVR00011149,DEV00011149,CUS0002367,MOBILE,MACOS,TRUSTED,2024-03-20 07:55:03,2024-03-25 07:20:32,TOK-D-0000011149
